OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountDidStaffListen,PercentageDidStaffListen,CountHelpedUnderstandDifficulties,PercentageHelpedUnderstandDifficulties,CountFeelInvolved,PercentageFeelInvolved,CountHelpThatMattered,PercentageHelpThatMattered,CountConfidenceInYourTherapist,PercentageConfidenceInYourTherapist,CountDidYouReceiveTheEmploymentHelpYouRequired,PercentageDidYouReceiveTheEmploymentHelpYouRequired,CountGivenInformationAboutOptions,PercentageGivenInformationAboutOptions,CountPreferTreatments,PercentagePreferTreatments,CountOfferedYourPreference,PercentageOfferedYourPreference,CountDidAssessmentCoverYourEmploymentNeeds,PercentageDidAssessmentCoverYourEmploymentNeeds,CountAssessmentSatisfaction,PercentageAssessmentSatisfaction
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Treatment Questionnaire response,Sometimes,Null,10,3,45,12,35,9,30,9,20,5,10,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Treatment Questionnaire response,Rarely,Null,5,1,15,4,5,2,20,5,10,3,5,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Treatment Questionnaire response,Never,Null,*,*,15,4,10,3,15,4,5,1,20,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,190,52,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,30,9,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,555,-,555,-,555,-,555,-,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,510,92,390,70,385,70,225,41,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,8,165,30,40,7,55,10,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,125,23,270,49,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,555,-
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,395,72
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,125,22
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,4
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,1
SubICB,00V,NHS GREATER MANCHESTER ICB - 00V,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Total responses,Null,165,-,165,-,165,-,165,-,165,-,165,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,At all times,Null,155,96,120,74,140,87,135,83,150,93,65,39,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Most of the time,Null,5,4,35,20,15,9,20,12,10,6,5,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Sometimes,Null,*,*,10,5,5,4,5,4,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Rarely,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Never,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,90,56,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,150,-,150,-,150,-,150,-,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,145,96,125,83,110,74,75,49,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,4,25,17,15,9,15,11,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,25,17,60,40,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,150,-
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,115,78
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,18
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,3
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Total responses,Null,1020,-,1020,-,1020,-,1020,-,1020,-,1020,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,At all times,Null,735,72,485,48,605,59,515,50,660,65,185,18,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Most of the time,Null,145,14,225,22,190,19,215,21,170,17,80,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Sometimes,Null,95,10,220,21,145,14,195,19,125,12,75,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Rarely,Null,25,3,55,5,50,5,50,5,30,3,20,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Never,Null,15,1,35,4,30,3,45,5,35,3,110,11,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,530,52,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,20,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,-,25,-,25,-,25,-,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,74,15,74,15,74,*,*,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,*,*,15,57,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,26,5,26,5,26,5,26,Null,Null
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,-
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20,87
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,00Y,NHS GREATER MANCHESTER ICB - 00Y,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Total responses,Null,715,-,715,-,715,-,715,-,715,-,715,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,At all times,Null,695,97,570,80,650,91,610,86,670,94,425,60,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Most of the time,Null,15,2,125,17,45,6,80,11,35,5,25,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Sometimes,Null,*,*,15,2,10,2,15,2,*,*,10,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Rarely,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Never,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,5,1,5,1,5,1,5,1,5,1,245,35,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1660,-,1660,-,1660,-,1660,-,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1645,99,1560,94,1545,93,1305,79,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,1,95,6,15,1,30,2,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,95,6,315,19,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,5,0,*,*,*,*,Null,Null
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1660,-
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1590,96
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,3
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,1
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,0
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Total responses,Null,235,-,235,-,235,-,235,-,235,-,235,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,At all times,Null,205,88,145,61,180,77,155,66,200,84,45,18,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Most of the time,Null,10,4,50,22,25,10,40,17,10,5,10,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Sometimes,Null,10,5,20,9,15,7,20,8,5,3,10,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Rarely,Null,*,*,10,4,5,2,5,2,10,4,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Never,Null,5,2,10,5,10,4,15,7,10,4,20,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,150,63,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,490,-,490,-,490,-,490,-,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,480,97,430,87,430,87,340,70,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,2,60,12,10,2,25,5,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,50,10,115,24,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,5,1,Null,Null
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,490,-
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,435,89
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30,6
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,3
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,01D,NHS GREATER MANCHESTER ICB - 01D,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Total responses,Null,190,-,190,-,190,-,190,-,190,-,190,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,At all times,Null,185,97,130,69,165,88,135,73,170,90,55,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Most of the time,Null,*,*,45,23,20,11,40,21,15,7,10,6,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Sometimes,Null,*,*,15,9,*,*,10,5,5,3,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Rarely,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Never,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,115,62,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,-,70,-,70,-,70,-,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65,93,60,83,55,76,30,39,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,7,10,17,5,8,10,17,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,10,15,30,44,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,-
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,68
SubICB,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,23
