OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountDidStaffListen,PercentageDidStaffListen,CountHelpedUnderstandDifficulties,PercentageHelpedUnderstandDifficulties,CountFeelInvolved,PercentageFeelInvolved,CountHelpThatMattered,PercentageHelpThatMattered,CountConfidenceInYourTherapist,PercentageConfidenceInYourTherapist,CountDidYouReceiveTheEmploymentHelpYouRequired,PercentageDidYouReceiveTheEmploymentHelpYouRequired,CountGivenInformationAboutOptions,PercentageGivenInformationAboutOptions,CountPreferTreatments,PercentagePreferTreatments,CountOfferedYourPreference,PercentageOfferedYourPreference,CountDidAssessmentCoverYourEmploymentNeeds,PercentageDidAssessmentCoverYourEmploymentNeeds,CountAssessmentSatisfaction,PercentageAssessmentSatisfaction
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20,9,55,22,10,5,15,7,Null,Null
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,50,21,100,41,Null,Null
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,245,-
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,175,70
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,21
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,7
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
Commissioning Region,UNKNOWN,UNKNOWN,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,8345,-,8345,-,8345,-,8345,-,8345,-,8345,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,7535,90,4965,60,6215,74,5330,64,6980,84,1770,21,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,600,7,2395,29,1435,17,2045,25,1010,12,700,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,145,2,765,9,490,6,690,8,225,3,305,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,40,0,135,2,110,1,155,2,80,1,90,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,25,0,85,1,90,1,125,1,55,1,95,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,145,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,5240,63,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11270,-,11270,-,11270,-,11270,-,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5375,48,5905,52,3685,33,2550,23,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5880,52,5325,47,3730,33,770,7,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,3815,34,2395,21,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,0,35,0,40,0,5555,49,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,11270,-
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7365,65
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2745,24
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,935,8
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,110,1
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,1
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,0
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,4730,-,4730,-,4730,-,4730,-,4730,-,4730,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,4325,91,2810,59,3580,76,3075,65,3990,84,1290,27,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,305,6,1280,27,760,16,1045,22,505,11,325,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,70,1,485,10,265,6,405,9,165,3,125,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,15,0,105,2,75,2,130,3,35,1,55,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,20,0,50,1,55,1,70,1,30,1,60,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,2875,61,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7050,-,7050,-,7050,-,7050,-,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6600,94,5580,79,5350,76,3470,49,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,310,4,1315,19,405,6,570,8,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,1105,16,2600,37,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,140,2,155,2,190,3,410,6,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7050,-
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4870,69
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1630,23
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,455,6
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65,1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30,0
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,14460,-,14460,-,14460,-,14460,-,14460,-,14460,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,12980,90,8880,61,11080,77,9670,67,12080,84,4020,28,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,870,6,3530,24,2075,14,2920,20,1440,10,915,6,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,285,2,1365,9,725,5,1145,8,430,3,470,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,250,2,490,3,415,3,470,3,370,3,295,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,60,0,190,1,155,1,245,2,125,1,305,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,2395,17,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,15,0,10,0,10,0,10,0,10,0,6060,42,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25200,-,25200,-,25200,-,25200,-,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22840,91,17640,70,15450,61,11705,46,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2340,9,7485,30,1290,5,1580,6,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,8010,32,11335,45,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,0,75,0,450,2,580,2,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25200,-
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19130,76
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4345,17
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1290,5
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,260,1
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,85,0
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,0
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,12775,-,12775,-,12775,-,12775,-,12775,-,12775,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,11845,93,8995,70,10640,83,9705,76,11200,88,4260,33,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,570,4,2355,18,1325,10,1810,14,1025,8,735,6,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,160,1,905,7,530,4,820,6,335,3,275,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,65,0,215,2,165,1,250,2,105,1,90,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,40,0,130,1,105,1,180,1,100,1,265,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,3555,28,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,100,1,175,1,10,0,10,0,10,0,3600,28,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19635,-,19635,-,19635,-,19635,-,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18920,96,15605,79,15155,77,9465,48,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,595,3,3725,19,545,3,695,4,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,3635,19,9020,46,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,120,1,305,2,305,2,455,2,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19635,-
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16815,86
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1950,10
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,525,3
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,55,0
