ReportingPeriodStartDate,ReportingPeriodEndDate,OrgCode,MeasureID,MeasureName,Valid_Suppressed,Default_Suppressed,Invalid_Suppressed,Missing_Suppressed,Denominator_Suppressed
01/04/2023,31/03/2024,8J766,IDQ47,Validity of Assessment Questionnaire Date,905,*,25,*,930
01/04/2023,31/03/2024,8J766,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),655,*,235,*,890
01/04/2023,31/03/2024,8J766,IDQ49,Validity of Assessment 1 Field,65,*,*,*,65
01/04/2023,31/03/2024,8J766,IDQ50,Validity of Assessment 2 Field,65,*,*,*,65
01/04/2023,31/03/2024,8J766,IDQ51,Validity of Assessment 3 Field,65,*,*,*,65
01/04/2023,31/03/2024,8J766,IDQ52,Validity of Assessment 4 Field,65,*,*,*,65
01/04/2023,31/03/2024,8J766,IDQ53,Validity of Satisfaction Question 1 Score,65,*,*,*,65
01/04/2023,31/03/2024,8JJ53,IDQ01,NHS Number Status,2535,*,*,*,2535
01/04/2023,31/03/2024,8JJ53,IDQ02,Age At Start Of Reporting Period,2535,*,*,*,2535
01/04/2023,31/03/2024,8JJ53,IDQ03,Postcode District,2520,*,*,15,2535
01/04/2023,31/03/2024,8JJ53,IDQ04,Gender,2360,*,*,175,2535
01/04/2023,31/03/2024,8JJ53,IDQ05,Ethnic Category,205,1765,*,560,2535
01/04/2023,31/03/2024,8JJ53,IDQ06,Ex-British Armed Forces Indicator,795,*,*,1740,2535
01/04/2023,31/03/2024,8JJ53,IDQ08,Disability Code,480,*,*,*,480
01/04/2023,31/03/2024,8JJ53,IDQ09,Sexual Orientation Code,*,*,*,2535,2535
01/04/2023,31/03/2024,8JJ53,IDQ10,Religion Code,*,*,*,2535,2535
01/04/2023,31/03/2024,8JJ53,IDQ11,Referral Received Date,2400,*,*,*,2400
01/04/2023,31/03/2024,8JJ53,IDQ12,Referral Discharge Date,2110,*,*,295,2400
01/04/2023,31/03/2024,8JJ53,IDQ13,Referral Discharge Reason,2100,*,*,*,2110
01/04/2023,31/03/2024,8JJ53,IDQ16,Organisation Identifier (Code of Commissioner),2400,*,*,*,2400
01/04/2023,31/03/2024,8JJ53,IDQ17,Consultation Medium Used,2905,*,*,*,2905
01/04/2023,31/03/2024,8JJ53,IDQ18,Care Contact Therapy Mode,2905,*,*,*,2905
01/04/2023,31/03/2024,8JJ53,IDQ19,Psychotropic Medication Usage Indicator Code,1620,220,*,1065,2905
01/04/2023,31/03/2024,8JJ53,IDQ20,Internet Enabled Therapy Programme,*,*,*,2905,2905
01/04/2023,31/03/2024,8JJ53,IDQ21,Long Term Condition Flag,2905,*,*,*,2905
01/04/2023,31/03/2024,8JJ53,IDQ22,Care Activity Therapy Type,*,*,*,2755,2755
01/04/2023,31/03/2024,8JJ53,IDQ26,Adult Mental Health Care Cluster,*,*,*,2400,2400
01/04/2023,31/03/2024,8JJ53,IDQ31,Assessment of Initial Caseness,175,*,*,*,175
01/04/2023,31/03/2024,8JJ53,IDQ32,Paired Score Completeness,175,*,*,*,175
01/04/2023,31/03/2024,8JJ53,IDQ33,ADSM Completeness,*,*,*,*,175
01/04/2023,31/03/2024,8JJ53,IDQ38,Validity of Treatment Questionnaire Date,180,*,15,*,190
01/04/2023,31/03/2024,8JJ53,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),190,*,*,*,190
01/04/2023,31/03/2024,8JJ53,IDQ40,Validity of Treatment Questionnaire Question 1 Score,20,*,*,*,20
01/04/2023,31/03/2024,8JJ53,IDQ41,Validity of Treatment Questionnaire Question 2 Score,20,*,*,*,20
01/04/2023,31/03/2024,8JJ53,IDQ42,Validity of Treatment Questionnaire Question 3 Score,20,*,*,*,20
01/04/2023,31/03/2024,8JJ53,IDQ43,Validity of Treatment Questionnaire Question 4 Score,20,*,*,*,20
01/04/2023,31/03/2024,8JJ53,IDQ44,Validity of Treatment Questionnaire Question 5 Score,20,*,*,*,20
01/04/2023,31/03/2024,8JJ53,IDQ45,Validity of Treatment Questionnaire Question 6 Score,*,*,*,*,*
01/04/2023,31/03/2024,8JJ53,IDQ46,Validity of All PEQ Treatment Fields,20,*,*,*,20
01/04/2023,31/03/2024,8JJ53,IDQ47,Validity of Assessment Questionnaire Date,60,*,*,*,60
01/04/2023,31/03/2024,8JJ53,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),55,*,*,*,55
01/04/2023,31/03/2024,8JJ53,IDQ49,Validity of Assessment 1 Field,5,*,*,*,5
01/04/2023,31/03/2024,8JJ53,IDQ50,Validity of Assessment 2 Field,5,*,*,*,5
01/04/2023,31/03/2024,8JJ53,IDQ51,Validity of Assessment 3 Field,5,*,*,*,5
01/04/2023,31/03/2024,8JJ53,IDQ52,Validity of Assessment 4 Field,5,*,*,*,5
01/04/2023,31/03/2024,8JJ53,IDQ53,Validity of Satisfaction Question 1 Score,10,*,*,*,10
01/04/2023,31/03/2024,8JX60,IDQ01,NHS Number Status,175,*,*,935,1110
01/04/2023,31/03/2024,8JX60,IDQ02,Age At Start Of Reporting Period,1110,*,*,*,1110
01/04/2023,31/03/2024,8JX60,IDQ03,Postcode District,1090,*,*,20,1110
01/04/2023,31/03/2024,8JX60,IDQ04,Gender,1095,15,*,*,1110
01/04/2023,31/03/2024,8JX60,IDQ05,Ethnic Category,1075,35,*,*,1110
01/04/2023,31/03/2024,8JX60,IDQ06,Ex-British Armed Forces Indicator,1110,*,*,*,1110
01/04/2023,31/03/2024,8JX60,IDQ08,Disability Code,45,*,*,*,45
01/04/2023,31/03/2024,8JX60,IDQ09,Sexual Orientation Code,820,*,*,305,1125
01/04/2023,31/03/2024,8JX60,IDQ10,Religion Code,850,*,*,270,1125
01/04/2023,31/03/2024,8JX60,IDQ11,Referral Received Date,1110,*,*,*,1110
01/04/2023,31/03/2024,8JX60,IDQ12,Referral Discharge Date,775,*,*,330,1110
01/04/2023,31/03/2024,8JX60,IDQ13,Referral Discharge Reason,735,*,30,15,775
01/04/2023,31/03/2024,8JX60,IDQ16,Organisation Identifier (Code of Commissioner),1110,*,*,*,1110
01/04/2023,31/03/2024,8JX60,IDQ17,Consultation Medium Used,3800,*,*,*,3800
01/04/2023,31/03/2024,8JX60,IDQ18,Care Contact Therapy Mode,1760,*,*,2040,3800
01/04/2023,31/03/2024,8JX60,IDQ19,Psychotropic Medication Usage Indicator Code,2065,1735,*,*,3800
01/04/2023,31/03/2024,8JX60,IDQ20,Internet Enabled Therapy Programme,*,*,*,3800,3800
01/04/2023,31/03/2024,8JX60,IDQ21,Long Term Condition Flag,3800,*,*,*,3800
01/04/2023,31/03/2024,8JX60,IDQ22,Care Activity Therapy Type,3105,*,*,1495,4600
01/04/2023,31/03/2024,8JX60,IDQ26,Adult Mental Health Care Cluster,450,*,*,660,1110
01/04/2023,31/03/2024,8JX60,IDQ31,Assessment of Initial Caseness,345,*,*,*,345
01/04/2023,31/03/2024,8JX60,IDQ32,Paired Score Completeness,340,*,*,*,345
01/04/2023,31/03/2024,8JX60,IDQ33,ADSM Completeness,*,*,*,*,345
01/04/2023,31/03/2024,8JX60,IDQ38,Validity of Treatment Questionnaire Date,135,*,*,*,135
01/04/2023,31/03/2024,8JX60,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),95,*,*,*,95
01/04/2023,31/03/2024,8JX60,IDQ40,Validity of Treatment Questionnaire Question 1 Score,95,*,*,*,95
01/04/2023,31/03/2024,8JX60,IDQ41,Validity of Treatment Questionnaire Question 2 Score,95,*,*,*,95
01/04/2023,31/03/2024,8JX60,IDQ42,Validity of Treatment Questionnaire Question 3 Score,95,*,*,*,95
01/04/2023,31/03/2024,8JX60,IDQ43,Validity of Treatment Questionnaire Question 4 Score,95,*,*,*,95
01/04/2023,31/03/2024,8JX60,IDQ44,Validity of Treatment Questionnaire Question 5 Score,95,*,*,*,95
01/04/2023,31/03/2024,8JX60,IDQ45,Validity of Treatment Questionnaire Question 6 Score,40,*,70,*,110
01/04/2023,31/03/2024,8JX60,IDQ46,Validity of All PEQ Treatment Fields,95,*,70,*,165
01/04/2023,31/03/2024,8JX60,IDQ47,Validity of Assessment Questionnaire Date,65,*,*,*,65
01/04/2023,31/03/2024,8JX60,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),55,*,*,*,55
01/04/2023,31/03/2024,8JX60,IDQ49,Validity of Assessment 1 Field,50,*,*,*,50
01/04/2023,31/03/2024,8JX60,IDQ50,Validity of Assessment 2 Field,50,*,*,*,50
01/04/2023,31/03/2024,8JX60,IDQ51,Validity of Assessment 3 Field,50,*,*,*,50
01/04/2023,31/03/2024,8JX60,IDQ52,Validity of Assessment 4 Field,50,*,*,*,50
01/04/2023,31/03/2024,8JX60,IDQ53,Validity of Satisfaction Question 1 Score,50,*,*,*,50
01/04/2023,31/03/2024,AJA,IDQ01,NHS Number Status,4995,*,*,*,4995
01/04/2023,31/03/2024,AJA,IDQ02,Age At Start Of Reporting Period,4995,*,*,*,4995
01/04/2023,31/03/2024,AJA,IDQ03,Postcode District,4985,*,*,5,4995
01/04/2023,31/03/2024,AJA,IDQ04,Gender,4990,*,*,*,4995
01/04/2023,31/03/2024,AJA,IDQ05,Ethnic Category,4945,50,*,*,4995
01/04/2023,31/03/2024,AJA,IDQ06,Ex-British Armed Forces Indicator,4025,*,*,965,4995
01/04/2023,31/03/2024,AJA,IDQ08,Disability Code,5305,*,*,*,5305
01/04/2023,31/03/2024,AJA,IDQ09,Sexual Orientation Code,4300,*,*,715,5015
01/04/2023,31/03/2024,AJA,IDQ10,Religion Code,4155,*,*,855,5010
01/04/2023,31/03/2024,AJA,IDQ11,Referral Received Date,4980,*,*,*,4980
01/04/2023,31/03/2024,AJA,IDQ12,Referral Discharge Date,4160,*,*,825,4980
01/04/2023,31/03/2024,AJA,IDQ13,Referral Discharge Reason,4160,*,*,*,4160
01/04/2023,31/03/2024,AJA,IDQ16,Organisation Identifier (Code of Commissioner),4980,*,*,*,4980
01/04/2023,31/03/2024,AJA,IDQ17,Consultation Medium Used,17570,*,*,*,17570
01/04/2023,31/03/2024,AJA,IDQ18,Care Contact Therapy Mode,17565,*,*,*,17570
01/04/2023,31/03/2024,AJA,IDQ19,Psychotropic Medication Usage Indicator Code,17195,40,*,330,17570
01/04/2023,31/03/2024,AJA,IDQ20,Internet Enabled Therapy Programme,*,*,*,17570,17570
01/04/2023,31/03/2024,AJA,IDQ21,Long Term Condition Flag,17570,*,*,*,17570
01/04/2023,31/03/2024,AJA,IDQ22,Care Activity Therapy Type,19635,*,*,*,19635
01/04/2023,31/03/2024,AJA,IDQ26,Adult Mental Health Care Cluster,1295,*,*,3685,4980
01/04/2023,31/03/2024,AJA,IDQ31,Assessment of Initial Caseness,2525,*,*,*,2525
01/04/2023,31/03/2024,AJA,IDQ32,Paired Score Completeness,2525,*,*,*,2525
01/04/2023,31/03/2024,AJA,IDQ33,ADSM Completeness,295,*,*,*,2525
01/04/2023,31/03/2024,AJA,IDQ38,Validity of Treatment Questionnaire Date,1905,*,15,*,1920
01/04/2023,31/03/2024,AJA,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),1750,*,115,*,1865
01/04/2023,31/03/2024,AJA,IDQ40,Validity of Treatment Questionnaire Question 1 Score,325,*,*,*,325
01/04/2023,31/03/2024,AJA,IDQ41,Validity of Treatment Questionnaire Question 2 Score,325,*,*,*,325
01/04/2023,31/03/2024,AJA,IDQ42,Validity of Treatment Questionnaire Question 3 Score,325,*,*,*,325
01/04/2023,31/03/2024,AJA,IDQ43,Validity of Treatment Questionnaire Question 4 Score,325,*,*,*,325
01/04/2023,31/03/2024,AJA,IDQ44,Validity of Treatment Questionnaire Question 5 Score,325,*,*,*,325
01/04/2023,31/03/2024,AJA,IDQ45,Validity of Treatment Questionnaire Question 6 Score,120,*,*,*,120
01/04/2023,31/03/2024,AJA,IDQ46,Validity of All PEQ Treatment Fields,325,*,*,*,325
01/04/2023,31/03/2024,AJA,IDQ47,Validity of Assessment Questionnaire Date,525,*,*,*,525
01/04/2023,31/03/2024,AJA,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),220,*,250,*,475
01/04/2023,31/03/2024,AJA,IDQ49,Validity of Assessment 1 Field,295,*,*,*,295
01/04/2023,31/03/2024,AJA,IDQ50,Validity of Assessment 2 Field,295,*,*,*,295
01/04/2023,31/03/2024,AJA,IDQ51,Validity of Assessment 3 Field,295,*,*,*,295
01/04/2023,31/03/2024,AJA,IDQ52,Validity of Assessment 4 Field,295,*,*,*,295
01/04/2023,31/03/2024,AJA,IDQ53,Validity of Satisfaction Question 1 Score,295,*,*,*,295
01/04/2023,31/03/2024,AKR01,IDQ01,NHS Number Status,4615,*,*,*,4615
01/04/2023,31/03/2024,AKR01,IDQ02,Age At Start Of Reporting Period,4615,*,*,*,4615
01/04/2023,31/03/2024,AKR01,IDQ03,Postcode District,4615,*,*,*,4615
01/04/2023,31/03/2024,AKR01,IDQ04,Gender,4615,*,*,*,4615
01/04/2023,31/03/2024,AKR01,IDQ05,Ethnic Category,4615,*,*,*,4615
01/04/2023,31/03/2024,AKR01,IDQ06,Ex-British Armed Forces Indicator,4615,*,*,*,4615
01/04/2023,31/03/2024,AKR01,IDQ08,Disability Code,4720,*,*,*,4720
01/04/2023,31/03/2024,AKR01,IDQ09,Sexual Orientation Code,1515,*,*,3160,4670
01/04/2023,31/03/2024,AKR01,IDQ10,Religion Code,2350,*,*,2340,4690
01/04/2023,31/03/2024,AKR01,IDQ11,Referral Received Date,4560,*,*,*,4560
01/04/2023,31/03/2024,AKR01,IDQ12,Referral Discharge Date,2945,*,*,1620,4560
01/04/2023,31/03/2024,AKR01,IDQ13,Referral Discharge Reason,2945,*,*,*,2945
01/04/2023,31/03/2024,AKR01,IDQ16,Organisation Identifier (Code of Commissioner),4560,*,*,*,4560
01/04/2023,31/03/2024,AKR01,IDQ17,Consultation Medium Used,9620,*,*,*,9620
01/04/2023,31/03/2024,AKR01,IDQ18,Care Contact Therapy Mode,9620,*,*,*,9620
01/04/2023,31/03/2024,AKR01,IDQ19,Psychotropic Medication Usage Indicator Code,9475,145,*,*,9620
01/04/2023,31/03/2024,AKR01,IDQ20,Internet Enabled Therapy Programme,*,*,*,9620,9620
01/04/2023,31/03/2024,AKR01,IDQ21,Long Term Condition Flag,9620,*,*,*,9620
01/04/2023,31/03/2024,AKR01,IDQ22,Care Activity Therapy Type,12365,*,*,*,12365
01/04/2023,31/03/2024,AKR01,IDQ26,Adult Mental Health Care Cluster,4560,*,*,*,4560
01/04/2023,31/03/2024,AKR01,IDQ31,Assessment of Initial Caseness,1020,*,*,*,1020
01/04/2023,31/03/2024,AKR01,IDQ32,Paired Score Completeness,1020,*,*,*,1020
01/04/2023,31/03/2024,AKR01,IDQ33,ADSM Completeness,*,*,*,*,1020
01/04/2023,31/03/2024,AKR01,IDQ38,Validity of Treatment Questionnaire Date,4645,*,35,*,4680
01/04/2023,31/03/2024,AKR01,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),4320,*,80,*,4405
01/04/2023,31/03/2024,AKR01,IDQ40,Validity of Treatment Questionnaire Question 1 Score,460,*,*,*,460
01/04/2023,31/03/2024,AKR01,IDQ41,Validity of Treatment Questionnaire Question 2 Score,460,*,*,*,460
01/04/2023,31/03/2024,AKR01,IDQ42,Validity of Treatment Questionnaire Question 3 Score,460,*,*,*,460
01/04/2023,31/03/2024,AKR01,IDQ43,Validity of Treatment Questionnaire Question 4 Score,455,*,*,*,455
01/04/2023,31/03/2024,AKR01,IDQ44,Validity of Treatment Questionnaire Question 5 Score,460,*,*,*,460
01/04/2023,31/03/2024,AKR01,IDQ45,Validity of Treatment Questionnaire Question 6 Score,465,*,*,*,465
01/04/2023,31/03/2024,AKR01,IDQ46,Validity of All PEQ Treatment Fields,465,*,*,*,465
01/04/2023,31/03/2024,AKR01,IDQ47,Validity of Assessment Questionnaire Date,6445,*,155,*,6600
01/04/2023,31/03/2024,AKR01,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),1085,*,4535,*,5620
01/04/2023,31/03/2024,AKR01,IDQ49,Validity of Assessment 1 Field,1435,*,*,*,1435
01/04/2023,31/03/2024,AKR01,IDQ50,Validity of Assessment 2 Field,1435,*,*,*,1435
01/04/2023,31/03/2024,AKR01,IDQ51,Validity of Assessment 3 Field,1435,*,*,*,1435
01/04/2023,31/03/2024,AKR01,IDQ52,Validity of Assessment 4 Field,1020,*,*,*,1020
01/04/2023,31/03/2024,AKR01,IDQ53,Validity of Satisfaction Question 1 Score,1430,*,*,*,1430
01/04/2023,31/03/2024,ALR01,IDQ01,NHS Number Status,20640,*,*,*,20640
01/04/2023,31/03/2024,ALR01,IDQ02,Age At Start Of Reporting Period,20640,*,*,*,20640
