OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountDidStaffListen,PercentageDidStaffListen,CountHelpedUnderstandDifficulties,PercentageHelpedUnderstandDifficulties,CountFeelInvolved,PercentageFeelInvolved,CountHelpThatMattered,PercentageHelpThatMattered,CountConfidenceInYourTherapist,PercentageConfidenceInYourTherapist,CountDidYouReceiveTheEmploymentHelpYouRequired,PercentageDidYouReceiveTheEmploymentHelpYouRequired,CountGivenInformationAboutOptions,PercentageGivenInformationAboutOptions,CountPreferTreatments,PercentagePreferTreatments,CountOfferedYourPreference,PercentageOfferedYourPreference,CountDidAssessmentCoverYourEmploymentNeeds,PercentageDidAssessmentCoverYourEmploymentNeeds,CountAssessmentSatisfaction,PercentageAssessmentSatisfaction
ICB,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,35
ICB,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,21
ICB,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,42
ICB,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Total responses,Null,310,-,310,-,310,-,310,-,310,-,310,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,At all times,Null,295,95,190,61,245,79,190,61,265,86,75,24,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Most of the time,Null,10,3,80,25,40,13,75,25,30,9,20,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Sometimes,Null,5,2,35,11,15,5,25,7,10,4,5,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Rarely,Null,*,*,5,2,5,2,15,5,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Never,Null,*,*,*,*,*,*,5,2,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,205,66,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,195,-,195,-,195,-,195,-,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,180,93,160,84,150,77,110,57,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,7,30,16,10,6,15,8,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,35,17,65,35,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,195,-
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,145,75
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,35,19
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,5
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Total responses,Null,2445,-,2445,-,2445,-,2445,-,2445,-,2445,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,At all times,Null,2150,88,1475,60,1870,76,1610,66,2035,83,800,33,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Most of the time,Null,205,8,640,26,410,17,550,22,280,11,165,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Sometimes,Null,65,3,270,11,130,5,220,9,95,4,60,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Rarely,Null,15,1,35,1,20,1,40,2,15,1,20,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Never,Null,15,1,20,1,15,1,25,1,15,1,25,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,1375,56,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5925,-,5925,-,5925,-,5925,-,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5465,92,4805,81,3970,67,3020,51,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,465,8,1120,19,170,3,210,4,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,1690,29,2615,44,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,95,2,85,1,Null,Null
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5925,-
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4660,79
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,990,17
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,245,4
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,0
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,0
ICB,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Total responses,Null,1405,-,1405,-,1405,-,1405,-,1405,-,1405,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,At all times,Null,1315,94,930,66,1105,79,975,70,1235,88,435,31,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Most of the time,Null,70,5,360,26,240,17,325,23,135,9,145,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Sometimes,Null,15,1,95,7,45,3,80,6,30,2,50,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Rarely,Null,*,*,10,1,10,1,15,1,*,*,15,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Never,Null,*,*,10,1,10,1,10,1,*,*,15,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,5,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,740,53,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1425,-,1425,-,1425,-,1425,-,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1305,92,1080,76,920,64,640,45,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,120,8,345,24,140,10,190,13,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,365,26,595,42,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1425,-
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,910,64
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,350,25
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,110,8
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,35,2
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,2
ICB,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Total responses,Null,525,-,525,-,525,-,525,-,525,-,525,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,At all times,Null,500,95,370,71,445,84,395,75,480,92,140,27,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Most of the time,Null,20,4,115,22,65,13,100,19,40,7,25,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Sometimes,Null,*,*,30,6,10,2,25,5,*,*,20,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Rarely,Null,*,*,5,1,5,1,5,1,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Never,Null,*,*,*,*,*,*,*,*,*,*,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,335,64,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,-,75,-,75,-,75,-,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,*,*,*,*,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,99,75,99,75,99,75,99,Null,Null
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,-
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,60,78
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,16
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Total responses,Null,1930,-,1930,-,1930,-,1930,-,1930,-,1930,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,At all times,Null,1760,91,1105,57,1420,74,1235,64,1570,81,530,28,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Most of the time,Null,110,6,520,27,295,15,390,20,240,12,150,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Sometimes,Null,40,2,240,12,155,8,215,11,95,5,85,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Rarely,Null,10,1,60,3,45,2,65,3,20,1,25,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Never,Null,5,0,10,0,15,1,25,1,5,0,35,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,1100,57,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1330,-,1330,-,1330,-,1330,-,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1255,94,1025,77,990,74,760,57,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,6,305,23,80,6,115,9,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,255,19,455,34,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*,*,*,*,*,*,*,Null,Null
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1330,-
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,975,73
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,270,20
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,65,5
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,1
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,1
ICB,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
ICB,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,Treatment Questionnaire response,Total responses,Null,560,-,560,-,560,-,560,-,560,-,560,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
