OrgType,OrgCode,OrgName,Measure,InitialCaseness,VariableType,VariableA,VariableB,Count_FinishedCourseTreatmentByInitialCasenessStatus,Count_FinishedCourseTreatmentPairedWSAS,Mean_Start,SD_Start,Mean_End,SD_End,EffectSize
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,45,NULL,6.3,2.6,4.5,2.6,0.4
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,30,NULL,4.1,2.5,3.2,2.1,0.3
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,30,NULL,3.9,2.2,3.4,3.7,0.3
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,5,NULL,5.5,2.3,4.7,5.1,0.2
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,60,NULL,3.8,2.3,3,3,0.3
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,5,NULL,2,1.6,4,3.9,-0.9
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,85,NULL,4.1,2.2,4.8,4.4,-0.3
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,WASAS - Work,NULL,NULL,NULL,NULL,NULL,13665,3.5,2.5,2.7,2.4,0.3
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,13665,3.5,2.3,2.7,2.2,0.3
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,13665,4,2.4,2.9,2.4,0.5
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,13665,3.5,2.4,2.6,2.3,0.4
ICB,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,13665,3.6,2.3,2.7,2.2,0.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Total,All,NULL,15745,NULL,15.4,5.4,8.8,6.3,1.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,8040,NULL,16.8,4.7,9.6,6.4,1.5
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,7585,NULL,13.9,5.7,8,6.2,1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,460,NULL,15.2,6,9.9,7,0.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,3875,NULL,13.1,5.5,7.2,5.6,1.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,310,NULL,11.8,5.6,6.1,5.4,1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,15,NULL,16.6,4.5,11.1,8.1,1.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,485,NULL,13.6,5.8,8.1,5.9,0.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,220,NULL,15.3,5.2,8.4,5.7,1.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],530,NULL,13.9,5.6,8.1,6.2,1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,995,NULL,17.1,5.5,11.1,7.1,1.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,455,NULL,14.1,5.7,8.3,6.1,1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,220,NULL,11.7,6,6.3,5.3,0.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,20,NULL,16.2,6.6,11.1,6.4,0.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,10,NULL,17.3,5,7.5,6.4,1.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,85,NULL,17.2,5.3,12,8.5,1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Total,All,NULL,470,NULL,5.4,2.7,4.7,4.1,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,195,NULL,6.6,2.1,6,4.3,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,250,NULL,4.7,2.7,3.9,3.7,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,15,NULL,4.8,2.6,5.3,3.5,-0.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,105,NULL,5,2.7,4.3,3.5,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,10,NULL,3,2.3,2.9,5.1,0
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,15,NULL,4.6,2.4,3.1,3.1,0.6
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,10,NULL,5.5,2.2,4.8,3.4,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],30,NULL,5.6,2.6,2.9,3.1,1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,20,NULL,5.5,2.7,6,5.3,-0.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,5,NULL,3.6,2.9,3.3,2.3,0.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,35,NULL,3,2.5,2.6,3.3,0.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,15,NULL,3.6,2.7,3.5,3.5,0
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Total,All,NULL,15745,NULL,13.9,4.4,7.9,5.5,1.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Depression,NULL,8040,NULL,13.1,4.7,7.9,5.5,1.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,7585,NULL,14.8,4,7.8,5.6,1.7
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,460,NULL,15.2,4,9.2,6,1.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,3875,NULL,14.6,3.8,7.2,5.2,1.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,310,NULL,15.3,3.7,7.1,5.4,1.8
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,15,NULL,15.7,3.7,11.9,5.8,0.9
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,485,NULL,15.3,4,8.7,5.6,1.5
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,220,NULL,13.3,4.8,7.2,4.9,1.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],530,NULL,15.1,4,8,5.6,1.6
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,995,NULL,15.4,4.3,9.8,6.2,1.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,455,NULL,14,4.1,7.6,5.6,1.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,220,NULL,14,3.9,6.6,5,1.8
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,20,NULL,14.6,4.9,9.1,6.7,1.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Other recorded problems,NULL,10,NULL,12.7,4.7,6.8,5.3,1.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,85,NULL,15,4.4,9.7,6.7,1.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Total,All,NULL,470,NULL,5.2,2.9,4.4,3.7,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,195,NULL,4.6,1.9,4.9,4,-0.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,250,NULL,5.9,3.4,4.1,3.5,0.7
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,15,NULL,5.2,3.2,4.3,3.1,0.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,105,NULL,5.1,2,4.4,3.6,0.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,10,NULL,7.6,4.9,4.1,5,1.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,15,NULL,9.6,3.8,3.4,2.8,1.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,10,NULL,5,2.3,4.9,3,0.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],30,NULL,9.3,4,3,2.2,1.6
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,20,NULL,7.1,3.7,5.7,4.9,0.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,5,NULL,4.4,2.2,5.1,2.5,-0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,35,NULL,3.8,2.1,3.4,3.5,0.2
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,15,NULL,3.6,2.7,3.8,2.9,-0.1
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,WASAS - Work,NULL,NULL,NULL,NULL,NULL,13865,3.5,2.6,2.5,2.4,0.3
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,13865,3.4,2.2,2.5,2.1,0.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,13865,4.1,2.4,2.9,2.3,0.5
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,13865,3.2,2.4,2.3,2.2,0.4
ICB,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,13865,3.4,2.3,2.4,2.2,0.4
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Total,All,NULL,14940,NULL,15.7,5.4,9.2,6.4,1.2
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,7150,NULL,17.5,4.5,10.2,6.5,1.5
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,7505,NULL,14.1,5.6,8.3,6.2,1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,40,NULL,15.5,5.1,12.1,6.3,0.6
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,5750,NULL,13.9,5.4,8.1,6.1,1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,160,NULL,12.4,5.9,5.9,5.4,1.1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,20,NULL,16.9,4.2,9.1,5.7,1.5
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,305,NULL,13,6.2,7.8,6.3,0.9
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,30,NULL,17.1,5.6,11.4,7.8,1.1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],225,NULL,14.6,6,8.5,6.7,1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,570,NULL,16.5,5.3,10.6,6.9,1.1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,305,NULL,14.7,5.9,8.5,6.3,1.1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,90,NULL,10.7,6.1,6.5,5.6,0.7
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,40,NULL,16.7,5.7,10.2,6.8,1.2
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,5,NULL,16.3,4,7.6,6.8,1.7
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,235,NULL,15.5,5.6,9.6,6.4,1.1
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Total,All,NULL,290,NULL,5.5,2.8,4.6,4.2,0.4
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,105,NULL,6.4,2.7,5.3,4.3,0.5
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,170,NULL,5,2.8,3.9,3.8,0.4
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,110,NULL,5.1,2.6,4.1,3.8,0.4
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,10,NULL,4.3,3.3,2.8,2.9,0.6
ICB,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
