ReportingPeriodStartDate,ReportingPeriodEndDate,OrgCode,MeasureID,MeasureName,Valid_Suppressed,Default_Suppressed,Invalid_Suppressed,Missing_Suppressed,Denominator_Suppressed
2024-04-01,2025-03-31,8J724,IDQ01,NHS Number Status,165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ02,Age At Start Of Reporting Period,165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ03,Postcode District,150.0,*,*,15.0,165.0
2024-04-01,2025-03-31,8J724,IDQ04,Gender,165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ05,Ethnic Category,*,*,165.0,*,165.0
2024-04-01,2025-03-31,8J724,IDQ06,Ex-British Armed Forces Indicator,165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ08,Disability Code,250.0,*,*,*,250.0
2024-04-01,2025-03-31,8J724,IDQ09,Sexual Orientation Code,30.0,*,*,135.0,165.0
2024-04-01,2025-03-31,8J724,IDQ10,Religion Code,130.0,*,*,35.0,165.0
2024-04-01,2025-03-31,8J724,IDQ11,Referral Received Date,165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ12,Referral Discharge Date,85.0,*,*,80.0,165.0
2024-04-01,2025-03-31,8J724,IDQ13,Referral Discharge Reason,85.0,*,*,*,85.0
2024-04-01,2025-03-31,8J724,IDQ16,Organisation Identifier (Code of Commissioner),165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ17,Consultation Medium Used,385.0,*,140.0,*,520.0
2024-04-01,2025-03-31,8J724,IDQ18,Care Contact Therapy Mode,520.0,*,*,*,520.0
2024-04-01,2025-03-31,8J724,IDQ19,Psychotropic Medication Usage Indicator Code,230.0,290.0,*,*,520.0
2024-04-01,2025-03-31,8J724,IDQ20,Internet Enabled Therapy Programme,*,*,*,520.0,520.0
2024-04-01,2025-03-31,8J724,IDQ21,Long Term Condition Flag,520.0,*,*,*,520.0
2024-04-01,2025-03-31,8J724,IDQ22,Care Activity Therapy Type,*,*,*,635.0,635.0
2024-04-01,2025-03-31,8J724,IDQ26,Adult Mental Health Care Cluster,165.0,*,*,*,165.0
2024-04-01,2025-03-31,8J724,IDQ31,Assessment of Initial Caseness,55.0,*,*,*,55.0
2024-04-01,2025-03-31,8J724,IDQ32,Paired Score Completeness,55.0,*,*,*,55.0
2024-04-01,2025-03-31,8J724,IDQ33,ADSM Completeness,*,*,*,*,55.0
2024-04-01,2025-03-31,8J724,IDQ38,Validity of Treatment Questionnaire Date,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ40,Validity of Treatment Questionnaire Question 1 Score,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ41,Validity of Treatment Questionnaire Question 2 Score,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ42,Validity of Treatment Questionnaire Question 3 Score,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ43,Validity of Treatment Questionnaire Question 4 Score,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ44,Validity of Treatment Questionnaire Question 5 Score,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ45,Validity of Treatment Questionnaire Question 6 Score,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ46,Validity of All PEQ Treatment Fields,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ47,Validity of Assessment Questionnaire Date,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ49,Validity of Assessment 1 Field,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ50,Validity of Assessment 2 Field,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ51,Validity of Assessment 3 Field,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ52,Validity of Assessment 4 Field,*,*,*,*,*
2024-04-01,2025-03-31,8J724,IDQ53,Validity of Satisfaction Question 1 Score,*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ01,NHS Number Status,1775.0,*,*,*,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ02,Age At Start Of Reporting Period,1775.0,*,*,*,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ03,Postcode District,1620.0,*,*,155.0,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ04,Gender,1670.0,*,*,105.0,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ05,Ethnic Category,620.0,835.0,*,320.0,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ06,Ex-British Armed Forces Indicator,900.0,*,*,875.0,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ08,Disability Code,690.0,*,*,*,690.0
2024-04-01,2025-03-31,8JJ53,IDQ09,Sexual Orientation Code,*,*,*,1775.0,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ10,Religion Code,*,*,*,1775.0,1775.0
2024-04-01,2025-03-31,8JJ53,IDQ11,Referral Received Date,1705.0,*,*,*,1705.0
2024-04-01,2025-03-31,8JJ53,IDQ12,Referral Discharge Date,1330.0,*,*,375.0,1705.0
2024-04-01,2025-03-31,8JJ53,IDQ13,Referral Discharge Reason,1325.0,*,*,*,1330.0
2024-04-01,2025-03-31,8JJ53,IDQ16,Organisation Identifier (Code of Commissioner),1705.0,*,*,*,1705.0
2024-04-01,2025-03-31,8JJ53,IDQ17,Consultation Medium Used,1990.0,*,*,*,1990.0
2024-04-01,2025-03-31,8JJ53,IDQ18,Care Contact Therapy Mode,1990.0,*,*,*,1990.0
2024-04-01,2025-03-31,8JJ53,IDQ19,Psychotropic Medication Usage Indicator Code,750.0,45.0,*,1195.0,1990.0
2024-04-01,2025-03-31,8JJ53,IDQ20,Internet Enabled Therapy Programme,*,*,*,1990.0,1990.0
2024-04-01,2025-03-31,8JJ53,IDQ21,Long Term Condition Flag,1990.0,*,*,*,1990.0
2024-04-01,2025-03-31,8JJ53,IDQ22,Care Activity Therapy Type,*,*,*,1820.0,1820.0
2024-04-01,2025-03-31,8JJ53,IDQ26,Adult Mental Health Care Cluster,*,*,*,1705.0,1705.0
2024-04-01,2025-03-31,8JJ53,IDQ31,Assessment of Initial Caseness,155.0,*,*,*,155.0
2024-04-01,2025-03-31,8JJ53,IDQ32,Paired Score Completeness,140.0,*,*,*,155.0
2024-04-01,2025-03-31,8JJ53,IDQ33,ADSM Completeness,*,*,*,*,155.0
2024-04-01,2025-03-31,8JJ53,IDQ38,Validity of Treatment Questionnaire Date,85.0,*,10.0,*,95.0
2024-04-01,2025-03-31,8JJ53,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),95.0,*,*,*,95.0
2024-04-01,2025-03-31,8JJ53,IDQ40,Validity of Treatment Questionnaire Question 1 Score,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ41,Validity of Treatment Questionnaire Question 2 Score,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ42,Validity of Treatment Questionnaire Question 3 Score,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ43,Validity of Treatment Questionnaire Question 4 Score,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ44,Validity of Treatment Questionnaire Question 5 Score,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ45,Validity of Treatment Questionnaire Question 6 Score,*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ46,Validity of All PEQ Treatment Fields,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ47,Validity of Assessment Questionnaire Date,*,*,10.0,*,10.0
2024-04-01,2025-03-31,8JJ53,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ49,Validity of Assessment 1 Field,*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ50,Validity of Assessment 2 Field,*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ51,Validity of Assessment 3 Field,*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ52,Validity of Assessment 4 Field,*,*,*,*,*
2024-04-01,2025-03-31,8JJ53,IDQ53,Validity of Satisfaction Question 1 Score,*,*,*,*,*
2024-04-01,2025-03-31,8JX60,IDQ01,NHS Number Status,105.0,*,*,1045.0,1155.0
2024-04-01,2025-03-31,8JX60,IDQ02,Age At Start Of Reporting Period,1155.0,*,*,*,1155.0
2024-04-01,2025-03-31,8JX60,IDQ03,Postcode District,1135.0,*,*,20.0,1155.0
2024-04-01,2025-03-31,8JX60,IDQ04,Gender,1135.0,15.0,*,*,1155.0
2024-04-01,2025-03-31,8JX60,IDQ05,Ethnic Category,1125.0,25.0,*,*,1155.0
2024-04-01,2025-03-31,8JX60,IDQ06,Ex-British Armed Forces Indicator,1155.0,*,*,*,1155.0
2024-04-01,2025-03-31,8JX60,IDQ08,Disability Code,50.0,*,*,*,50.0
2024-04-01,2025-03-31,8JX60,IDQ09,Sexual Orientation Code,895.0,*,*,260.0,1155.0
2024-04-01,2025-03-31,8JX60,IDQ10,Religion Code,780.0,*,*,370.0,1155.0
2024-04-01,2025-03-31,8JX60,IDQ11,Referral Received Date,1155.0,*,*,*,1155.0
2024-04-01,2025-03-31,8JX60,IDQ12,Referral Discharge Date,785.0,*,*,365.0,1155.0
2024-04-01,2025-03-31,8JX60,IDQ13,Referral Discharge Reason,765.0,*,15.0,10.0,785.0
2024-04-01,2025-03-31,8JX60,IDQ16,Organisation Identifier (Code of Commissioner),1155.0,*,*,*,1155.0
2024-04-01,2025-03-31,8JX60,IDQ17,Consultation Medium Used,3720.0,*,*,*,3720.0
2024-04-01,2025-03-31,8JX60,IDQ18,Care Contact Therapy Mode,1780.0,*,*,1940.0,3720.0
2024-04-01,2025-03-31,8JX60,IDQ19,Psychotropic Medication Usage Indicator Code,1830.0,1890.0,*,*,3720.0
2024-04-01,2025-03-31,8JX60,IDQ20,Internet Enabled Therapy Programme,*,*,*,3720.0,3720.0
2024-04-01,2025-03-31,8JX60,IDQ21,Long Term Condition Flag,3720.0,*,*,*,3720.0
2024-04-01,2025-03-31,8JX60,IDQ22,Care Activity Therapy Type,2965.0,*,*,1605.0,4570.0
2024-04-01,2025-03-31,8JX60,IDQ26,Adult Mental Health Care Cluster,485.0,*,*,670.0,1155.0
2024-04-01,2025-03-31,8JX60,IDQ31,Assessment of Initial Caseness,325.0,*,*,*,325.0
2024-04-01,2025-03-31,8JX60,IDQ32,Paired Score Completeness,320.0,*,*,*,325.0
2024-04-01,2025-03-31,8JX60,IDQ33,ADSM Completeness,*,*,*,*,325.0
2024-04-01,2025-03-31,8JX60,IDQ38,Validity of Treatment Questionnaire Date,125.0,*,*,*,125.0
2024-04-01,2025-03-31,8JX60,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),90.0,*,*,*,95.0
2024-04-01,2025-03-31,8JX60,IDQ40,Validity of Treatment Questionnaire Question 1 Score,85.0,*,*,*,85.0
2024-04-01,2025-03-31,8JX60,IDQ41,Validity of Treatment Questionnaire Question 2 Score,85.0,*,*,*,85.0
2024-04-01,2025-03-31,8JX60,IDQ42,Validity of Treatment Questionnaire Question 3 Score,85.0,*,*,*,85.0
2024-04-01,2025-03-31,8JX60,IDQ43,Validity of Treatment Questionnaire Question 4 Score,85.0,*,*,*,85.0
2024-04-01,2025-03-31,8JX60,IDQ44,Validity of Treatment Questionnaire Question 5 Score,85.0,*,*,*,85.0
2024-04-01,2025-03-31,8JX60,IDQ45,Validity of Treatment Questionnaire Question 6 Score,30.0,*,65.0,*,95.0
2024-04-01,2025-03-31,8JX60,IDQ46,Validity of All PEQ Treatment Fields,85.0,*,65.0,*,150.0
2024-04-01,2025-03-31,8JX60,IDQ47,Validity of Assessment Questionnaire Date,45.0,*,*,*,45.0
2024-04-01,2025-03-31,8JX60,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),40.0,*,*,*,45.0
2024-04-01,2025-03-31,8JX60,IDQ49,Validity of Assessment 1 Field,40.0,*,*,*,40.0
2024-04-01,2025-03-31,8JX60,IDQ50,Validity of Assessment 2 Field,40.0,*,*,*,40.0
2024-04-01,2025-03-31,8JX60,IDQ51,Validity of Assessment 3 Field,40.0,*,*,*,40.0
2024-04-01,2025-03-31,8JX60,IDQ52,Validity of Assessment 4 Field,40.0,*,*,*,40.0
2024-04-01,2025-03-31,8JX60,IDQ53,Validity of Satisfaction Question 1 Score,40.0,*,*,*,40.0
2024-04-01,2025-03-31,8KJ43,IDQ01,NHS Number Status,620.0,*,*,*,620.0
2024-04-01,2025-03-31,8KJ43,IDQ02,Age At Start Of Reporting Period,620.0,*,*,*,620.0
2024-04-01,2025-03-31,8KJ43,IDQ03,Postcode District,615.0,*,*,5.0,620.0
2024-04-01,2025-03-31,8KJ43,IDQ04,Gender,620.0,*,*,*,620.0
2024-04-01,2025-03-31,8KJ43,IDQ05,Ethnic Category,590.0,35.0,*,*,620.0
2024-04-01,2025-03-31,8KJ43,IDQ06,Ex-British Armed Forces Indicator,320.0,*,*,300.0,620.0
2024-04-01,2025-03-31,8KJ43,IDQ08,Disability Code,635.0,*,*,*,635.0
2024-04-01,2025-03-31,8KJ43,IDQ09,Sexual Orientation Code,105.0,*,*,515.0,620.0
2024-04-01,2025-03-31,8KJ43,IDQ10,Religion Code,100.0,*,*,520.0,620.0
2024-04-01,2025-03-31,8KJ43,IDQ11,Referral Received Date,615.0,*,*,*,615.0
2024-04-01,2025-03-31,8KJ43,IDQ12,Referral Discharge Date,465.0,*,*,150.0,615.0
2024-04-01,2025-03-31,8KJ43,IDQ13,Referral Discharge Reason,465.0,*,*,*,465.0
2024-04-01,2025-03-31,8KJ43,IDQ16,Organisation Identifier (Code of Commissioner),615.0,*,*,*,615.0
2024-04-01,2025-03-31,8KJ43,IDQ17,Consultation Medium Used,1100.0,*,*,*,1100.0
2024-04-01,2025-03-31,8KJ43,IDQ18,Care Contact Therapy Mode,1100.0,*,*,*,1100.0
2024-04-01,2025-03-31,8KJ43,IDQ19,Psychotropic Medication Usage Indicator Code,535.0,185.0,*,380.0,1100.0
2024-04-01,2025-03-31,8KJ43,IDQ20,Internet Enabled Therapy Programme,*,*,*,1100.0,1100.0
2024-04-01,2025-03-31,8KJ43,IDQ21,Long Term Condition Flag,1100.0,*,*,*,1100.0
2024-04-01,2025-03-31,8KJ43,IDQ22,Care Activity Therapy Type,1065.0,*,245.0,840.0,2145.0
2024-04-01,2025-03-31,8KJ43,IDQ26,Adult Mental Health Care Cluster,*,*,*,615.0,615.0
2024-04-01,2025-03-31,8KJ43,IDQ31,Assessment of Initial Caseness,140.0,*,*,*,140.0
2024-04-01,2025-03-31,8KJ43,IDQ32,Paired Score Completeness,140.0,*,*,*,140.0
2024-04-01,2025-03-31,8KJ43,IDQ33,ADSM Completeness,*,*,*,*,140.0
2024-04-01,2025-03-31,8KJ43,IDQ38,Validity of Treatment Questionnaire Date,45.0,*,*,*,50.0
2024-04-01,2025-03-31,8KJ43,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),45.0,*,*,*,50.0
2024-04-01,2025-03-31,8KJ43,IDQ40,Validity of Treatment Questionnaire Question 1 Score,5.0,*,*,*,5.0
2024-04-01,2025-03-31,8KJ43,IDQ41,Validity of Treatment Questionnaire Question 2 Score,5.0,*,*,*,5.0
2024-04-01,2025-03-31,8KJ43,IDQ42,Validity of Treatment Questionnaire Question 3 Score,5.0,*,*,*,5.0
2024-04-01,2025-03-31,8KJ43,IDQ43,Validity of Treatment Questionnaire Question 4 Score,5.0,*,*,*,5.0
2024-04-01,2025-03-31,8KJ43,IDQ44,Validity of Treatment Questionnaire Question 5 Score,5.0,*,*,*,5.0
2024-04-01,2025-03-31,8KJ43,IDQ45,Validity of Treatment Questionnaire Question 6 Score,*,*,5.0,*,5.0
2024-04-01,2025-03-31,8KJ43,IDQ46,Validity of All PEQ Treatment Fields,5.0,*,5.0,*,15.0
2024-04-01,2025-03-31,8KJ43,IDQ47,Validity of Assessment Questionnaire Date,40.0,*,*,*,40.0
2024-04-01,2025-03-31,8KJ43,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),15.0,*,15.0,*,30.0
2024-04-01,2025-03-31,8KJ43,IDQ49,Validity of Assessment 1 Field,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8KJ43,IDQ50,Validity of Assessment 2 Field,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8KJ43,IDQ51,Validity of Assessment 3 Field,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8KJ43,IDQ52,Validity of Assessment 4 Field,10.0,*,*,*,10.0
2024-04-01,2025-03-31,8KJ43,IDQ53,Validity of Satisfaction Question 1 Score,10.0,*,*,*,10.0
2024-04-01,2025-03-31,AKR01,IDQ01,NHS Number Status,5800.0,*,*,*,5800.0
2024-04-01,2025-03-31,AKR01,IDQ02,Age At Start Of Reporting Period,5800.0,*,*,*,5800.0
2024-04-01,2025-03-31,AKR01,IDQ03,Postcode District,5800.0,*,*,*,5800.0
2024-04-01,2025-03-31,AKR01,IDQ04,Gender,5800.0,*,*,*,5800.0
2024-04-01,2025-03-31,AKR01,IDQ05,Ethnic Category,5800.0,*,*,*,5800.0
2024-04-01,2025-03-31,AKR01,IDQ06,Ex-British Armed Forces Indicator,5800.0,*,*,*,5800.0
2024-04-01,2025-03-31,AKR01,IDQ08,Disability Code,5965.0,*,*,*,5965.0
2024-04-01,2025-03-31,AKR01,IDQ09,Sexual Orientation Code,1415.0,*,*,4455.0,5870.0
2024-04-01,2025-03-31,AKR01,IDQ10,Religion Code,2510.0,*,*,3405.0,5920.0
2024-04-01,2025-03-31,AKR01,IDQ11,Referral Received Date,5710.0,*,*,*,5710.0
2024-04-01,2025-03-31,AKR01,IDQ12,Referral Discharge Date,4355.0,*,*,1355.0,5710.0
2024-04-01,2025-03-31,AKR01,IDQ13,Referral Discharge Reason,4355.0,*,*,*,4355.0
2024-04-01,2025-03-31,AKR01,IDQ16,Organisation Identifier (Code of Commissioner),5710.0,*,*,*,5710.0
2024-04-01,2025-03-31,AKR01,IDQ17,Consultation Medium Used,12900.0,*,*,*,12900.0
2024-04-01,2025-03-31,AKR01,IDQ18,Care Contact Therapy Mode,12900.0,*,*,*,12900.0
2024-04-01,2025-03-31,AKR01,IDQ19,Psychotropic Medication Usage Indicator Code,11205.0,1690.0,*,*,12900.0
2024-04-01,2025-03-31,AKR01,IDQ20,Internet Enabled Therapy Programme,*,*,*,12900.0,12900.0
2024-04-01,2025-03-31,AKR01,IDQ21,Long Term Condition Flag,12900.0,*,*,*,12900.0
2024-04-01,2025-03-31,AKR01,IDQ22,Care Activity Therapy Type,16285.0,*,*,*,16285.0
2024-04-01,2025-03-31,AKR01,IDQ26,Adult Mental Health Care Cluster,5710.0,*,*,*,5710.0
