ReportingPeriodStartDate,ReportingPeriodEndDate,OrgCode,MeasureID,MeasureName,Valid_Suppressed,Default_Suppressed,Invalid_Suppressed,Missing_Suppressed,Denominator_Suppressed
01/04/2022,31/03/2023,GDA01,IDQ02,Age At Start Of Reporting Period,495,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ03,Postcode District,495,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ04,Gender,495,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ05,Ethnic Category,490,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ06,Ex-British Armed Forces Indicator,495,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ08,Disability Code,5,*,*,*,5
01/04/2022,31/03/2023,GDA01,IDQ09,Sexual Orientation Code,330,*,*,165,495
01/04/2022,31/03/2023,GDA01,IDQ10,Religion Code,305,*,*,190,495
01/04/2022,31/03/2023,GDA01,IDQ11,Referral Received Date,495,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ12,Referral Discharge Date,370,*,*,120,495
01/04/2022,31/03/2023,GDA01,IDQ13,Referral Discharge Reason,355,*,15,*,370
01/04/2022,31/03/2023,GDA01,IDQ16,Organisation Identifier (Code of Commissioner),495,*,*,*,495
01/04/2022,31/03/2023,GDA01,IDQ17,Consultation Medium Used,2075,*,15,*,2090
01/04/2022,31/03/2023,GDA01,IDQ18,Care Contact Therapy Mode,795,*,*,1295,2090
01/04/2022,31/03/2023,GDA01,IDQ19,Psychotropic Medication Usage Indicator Code,810,1280,*,*,2090
01/04/2022,31/03/2023,GDA01,IDQ20,Internet Enabled Therapy Programme,*,*,*,2090,2090
01/04/2022,31/03/2023,GDA01,IDQ21,Long Term Condition Flag,2090,*,*,*,2090
01/04/2022,31/03/2023,GDA01,IDQ22,Care Activity Therapy Type,1350,*,*,950,2305
01/04/2022,31/03/2023,GDA01,IDQ26,Adult Mental Health Care Cluster,365,*,*,125,495
01/04/2022,31/03/2023,GDA01,IDQ31,Assessment of Initial Caseness,135,*,*,*,135
01/04/2022,31/03/2023,GDA01,IDQ32,Paired Score Completeness,135,*,*,*,135
01/04/2022,31/03/2023,GDA01,IDQ33,ADSM Completeness,*,*,*,*,135
01/04/2022,31/03/2023,GDA01,IDQ38,Validity of Treatment Questionnaire Date,70,*,*,*,70
01/04/2022,31/03/2023,GDA01,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),50,*,*,*,50
01/04/2022,31/03/2023,GDA01,IDQ40,Validity of Treatment Questionnaire Question 1 Score,45,*,*,*,45
01/04/2022,31/03/2023,GDA01,IDQ41,Validity of Treatment Questionnaire Question 2 Score,45,*,*,*,45
01/04/2022,31/03/2023,GDA01,IDQ42,Validity of Treatment Questionnaire Question 3 Score,45,*,*,*,45
01/04/2022,31/03/2023,GDA01,IDQ43,Validity of Treatment Questionnaire Question 4 Score,45,*,*,*,45
01/04/2022,31/03/2023,GDA01,IDQ44,Validity of Treatment Questionnaire Question 5 Score,45,*,*,*,45
01/04/2022,31/03/2023,GDA01,IDQ45,Validity of Treatment Questionnaire Question 6 Score,10,*,40,*,50
01/04/2022,31/03/2023,GDA01,IDQ46,Validity of All PEQ Treatment Fields,45,*,40,*,85
01/04/2022,31/03/2023,GDA01,IDQ47,Validity of Assessment Questionnaire Date,10,*,*,*,10
01/04/2022,31/03/2023,GDA01,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),*,*,*,*,5
01/04/2022,31/03/2023,GDA01,IDQ49,Validity of Assessment 1 Field,10,*,*,*,10
01/04/2022,31/03/2023,GDA01,IDQ50,Validity of Assessment 2 Field,10,*,*,*,10
01/04/2022,31/03/2023,GDA01,IDQ51,Validity of Assessment 3 Field,10,*,*,*,10
01/04/2022,31/03/2023,GDA01,IDQ52,Validity of Assessment 4 Field,10,*,*,*,10
01/04/2022,31/03/2023,GDA01,IDQ53,Validity of Satisfaction Question 1 Score,10,*,*,*,10
01/04/2022,31/03/2023,K7Y6R,IDQ01,NHS Number Status,110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ02,Age At Start Of Reporting Period,110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ03,Postcode District,110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ04,Gender,110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ05,Ethnic Category,105,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ06,Ex-British Armed Forces Indicator,*,*,*,105,110
01/04/2022,31/03/2023,K7Y6R,IDQ08,Disability Code,110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ09,Sexual Orientation Code,90,*,*,20,110
01/04/2022,31/03/2023,K7Y6R,IDQ10,Religion Code,105,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ11,Referral Received Date,110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ12,Referral Discharge Date,65,*,*,45,110
01/04/2022,31/03/2023,K7Y6R,IDQ13,Referral Discharge Reason,65,*,*,*,65
01/04/2022,31/03/2023,K7Y6R,IDQ16,Organisation Identifier (Code of Commissioner),110,*,*,*,110
01/04/2022,31/03/2023,K7Y6R,IDQ17,Consultation Medium Used,680,*,15,*,695
01/04/2022,31/03/2023,K7Y6R,IDQ18,Care Contact Therapy Mode,695,*,*,*,695
01/04/2022,31/03/2023,K7Y6R,IDQ19,Psychotropic Medication Usage Indicator Code,645,50,*,*,695
01/04/2022,31/03/2023,K7Y6R,IDQ20,Internet Enabled Therapy Programme,*,*,*,695,695
01/04/2022,31/03/2023,K7Y6R,IDQ21,Long Term Condition Flag,695,*,*,*,695
01/04/2022,31/03/2023,K7Y6R,IDQ22,Care Activity Therapy Type,745,*,*,*,745
01/04/2022,31/03/2023,K7Y6R,IDQ26,Adult Mental Health Care Cluster,35,*,*,75,110
01/04/2022,31/03/2023,K7Y6R,IDQ31,Assessment of Initial Caseness,*,*,*,*,30
01/04/2022,31/03/2023,K7Y6R,IDQ32,Paired Score Completeness,*,*,*,*,30
01/04/2022,31/03/2023,K7Y6R,IDQ33,ADSM Completeness,*,*,*,*,30
01/04/2022,31/03/2023,K7Y6R,IDQ38,Validity of Treatment Questionnaire Date,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ40,Validity of Treatment Questionnaire Question 1 Score,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ41,Validity of Treatment Questionnaire Question 2 Score,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ42,Validity of Treatment Questionnaire Question 3 Score,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ43,Validity of Treatment Questionnaire Question 4 Score,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ44,Validity of Treatment Questionnaire Question 5 Score,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ45,Validity of Treatment Questionnaire Question 6 Score,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ46,Validity of All PEQ Treatment Fields,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ47,Validity of Assessment Questionnaire Date,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ49,Validity of Assessment 1 Field,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ50,Validity of Assessment 2 Field,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ51,Validity of Assessment 3 Field,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ52,Validity of Assessment 4 Field,*,*,*,*,*
01/04/2022,31/03/2023,K7Y6R,IDQ53,Validity of Satisfaction Question 1 Score,*,*,*,*,*
01/04/2022,31/03/2023,NCH,IDQ01,NHS Number Status,7605,*,*,*,7605
01/04/2022,31/03/2023,NCH,IDQ02,Age At Start Of Reporting Period,7605,*,*,*,7605
01/04/2022,31/03/2023,NCH,IDQ03,Postcode District,7595,*,*,15,7605
01/04/2022,31/03/2023,NCH,IDQ04,Gender,7590,15,*,*,7605
01/04/2022,31/03/2023,NCH,IDQ05,Ethnic Category,7465,135,*,10,7605
01/04/2022,31/03/2023,NCH,IDQ06,Ex-British Armed Forces Indicator,5205,*,*,2405,7605
01/04/2022,31/03/2023,NCH,IDQ08,Disability Code,7745,*,*,*,7745
01/04/2022,31/03/2023,NCH,IDQ09,Sexual Orientation Code,6905,*,*,840,7745
01/04/2022,31/03/2023,NCH,IDQ10,Religion Code,7090,*,*,655,7745
01/04/2022,31/03/2023,NCH,IDQ11,Referral Received Date,7535,*,*,*,7535
01/04/2022,31/03/2023,NCH,IDQ12,Referral Discharge Date,5695,*,*,1835,7535
01/04/2022,31/03/2023,NCH,IDQ13,Referral Discharge Reason,5405,*,290,*,5695
01/04/2022,31/03/2023,NCH,IDQ16,Organisation Identifier (Code of Commissioner),7535,*,*,*,7535
01/04/2022,31/03/2023,NCH,IDQ17,Consultation Medium Used,31075,*,1555,150,32780
01/04/2022,31/03/2023,NCH,IDQ18,Care Contact Therapy Mode,32680,*,*,100,32780
01/04/2022,31/03/2023,NCH,IDQ19,Psychotropic Medication Usage Indicator Code,29415,115,*,3250,32780
01/04/2022,31/03/2023,NCH,IDQ20,Internet Enabled Therapy Programme,*,*,*,32780,32780
01/04/2022,31/03/2023,NCH,IDQ21,Long Term Condition Flag,32780,*,*,*,32780
01/04/2022,31/03/2023,NCH,IDQ22,Care Activity Therapy Type,32985,*,*,*,32985
01/04/2022,31/03/2023,NCH,IDQ26,Adult Mental Health Care Cluster,5705,*,*,1830,7535
01/04/2022,31/03/2023,NCH,IDQ31,Assessment of Initial Caseness,3500,*,*,*,3500
01/04/2022,31/03/2023,NCH,IDQ32,Paired Score Completeness,3480,*,*,*,3500
01/04/2022,31/03/2023,NCH,IDQ33,ADSM Completeness,175,*,*,*,3500
01/04/2022,31/03/2023,NCH,IDQ38,Validity of Treatment Questionnaire Date,2460,*,15,*,2475
01/04/2022,31/03/2023,NCH,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),2190,*,230,*,2425
01/04/2022,31/03/2023,NCH,IDQ40,Validity of Treatment Questionnaire Question 1 Score,360,*,*,*,360
01/04/2022,31/03/2023,NCH,IDQ41,Validity of Treatment Questionnaire Question 2 Score,360,*,*,*,360
01/04/2022,31/03/2023,NCH,IDQ42,Validity of Treatment Questionnaire Question 3 Score,360,*,*,*,360
01/04/2022,31/03/2023,NCH,IDQ43,Validity of Treatment Questionnaire Question 4 Score,360,*,*,*,360
01/04/2022,31/03/2023,NCH,IDQ44,Validity of Treatment Questionnaire Question 5 Score,360,*,*,*,360
01/04/2022,31/03/2023,NCH,IDQ45,Validity of Treatment Questionnaire Question 6 Score,180,*,*,*,180
01/04/2022,31/03/2023,NCH,IDQ46,Validity of All PEQ Treatment Fields,360,*,*,*,360
01/04/2022,31/03/2023,NCH,IDQ47,Validity of Assessment Questionnaire Date,170,*,*,*,175
01/04/2022,31/03/2023,NCH,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),35,*,105,*,140
01/04/2022,31/03/2023,NCH,IDQ49,Validity of Assessment 1 Field,70,*,*,*,70
01/04/2022,31/03/2023,NCH,IDQ50,Validity of Assessment 2 Field,70,*,*,*,70
01/04/2022,31/03/2023,NCH,IDQ51,Validity of Assessment 3 Field,70,*,*,*,70
01/04/2022,31/03/2023,NCH,IDQ52,Validity of Assessment 4 Field,70,*,*,*,70
01/04/2022,31/03/2023,NCH,IDQ53,Validity of Satisfaction Question 1 Score,70,*,*,*,70
01/04/2022,31/03/2023,NCM,IDQ01,NHS Number Status,10855,*,*,*,10855
01/04/2022,31/03/2023,NCM,IDQ02,Age At Start Of Reporting Period,10855,*,*,*,10855
01/04/2022,31/03/2023,NCM,IDQ03,Postcode District,10815,*,*,40,10855
01/04/2022,31/03/2023,NCM,IDQ04,Gender,10740,115,*,*,10855
01/04/2022,31/03/2023,NCM,IDQ05,Ethnic Category,9375,1480,*,*,10855
01/04/2022,31/03/2023,NCM,IDQ06,Ex-British Armed Forces Indicator,7940,*,*,2915,10855
01/04/2022,31/03/2023,NCM,IDQ08,Disability Code,100,*,*,*,100
01/04/2022,31/03/2023,NCM,IDQ09,Sexual Orientation Code,95,*,*,10765,10860
01/04/2022,31/03/2023,NCM,IDQ10,Religion Code,10,*,*,10845,10855
01/04/2022,31/03/2023,NCM,IDQ11,Referral Received Date,10650,*,*,*,10650
01/04/2022,31/03/2023,NCM,IDQ12,Referral Discharge Date,9010,*,*,1640,10650
01/04/2022,31/03/2023,NCM,IDQ13,Referral Discharge Reason,8985,*,20,*,9010
01/04/2022,31/03/2023,NCM,IDQ16,Organisation Identifier (Code of Commissioner),10650,*,*,*,10650
01/04/2022,31/03/2023,NCM,IDQ17,Consultation Medium Used,10960,*,25,*,10985
01/04/2022,31/03/2023,NCM,IDQ18,Care Contact Therapy Mode,10985,*,*,*,10985
01/04/2022,31/03/2023,NCM,IDQ19,Psychotropic Medication Usage Indicator Code,8955,305,*,1725,10985
01/04/2022,31/03/2023,NCM,IDQ20,Internet Enabled Therapy Programme,*,*,*,10985,10985
01/04/2022,31/03/2023,NCM,IDQ21,Long Term Condition Flag,10985,*,*,*,10985
01/04/2022,31/03/2023,NCM,IDQ22,Care Activity Therapy Type,8660,*,1105,20975,30740
01/04/2022,31/03/2023,NCM,IDQ26,Adult Mental Health Care Cluster,*,*,*,10650,10650
01/04/2022,31/03/2023,NCM,IDQ31,Assessment of Initial Caseness,1275,*,*,*,1275
01/04/2022,31/03/2023,NCM,IDQ32,Paired Score Completeness,1235,*,*,*,1275
01/04/2022,31/03/2023,NCM,IDQ33,ADSM Completeness,*,*,*,*,1275
01/04/2022,31/03/2023,NCM,IDQ38,Validity of Treatment Questionnaire Date,4600,*,255,*,4850
01/04/2022,31/03/2023,NCM,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),4665,*,185,*,4850
01/04/2022,31/03/2023,NCM,IDQ40,Validity of Treatment Questionnaire Question 1 Score,205,*,*,*,205
01/04/2022,31/03/2023,NCM,IDQ41,Validity of Treatment Questionnaire Question 2 Score,205,*,*,*,205
01/04/2022,31/03/2023,NCM,IDQ42,Validity of Treatment Questionnaire Question 3 Score,205,*,*,*,205
01/04/2022,31/03/2023,NCM,IDQ43,Validity of Treatment Questionnaire Question 4 Score,205,*,*,*,205
01/04/2022,31/03/2023,NCM,IDQ44,Validity of Treatment Questionnaire Question 5 Score,205,*,*,*,205
01/04/2022,31/03/2023,NCM,IDQ45,Validity of Treatment Questionnaire Question 6 Score,195,*,5,*,200
01/04/2022,31/03/2023,NCM,IDQ46,Validity of All PEQ Treatment Fields,705,*,5,*,710
01/04/2022,31/03/2023,NCM,IDQ47,Validity of Assessment Questionnaire Date,*,*,*,*,*
01/04/2022,31/03/2023,NCM,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),*,*,*,*,*
01/04/2022,31/03/2023,NCM,IDQ49,Validity of Assessment 1 Field,*,*,*,*,*
01/04/2022,31/03/2023,NCM,IDQ50,Validity of Assessment 2 Field,*,*,*,*,*
01/04/2022,31/03/2023,NCM,IDQ51,Validity of Assessment 3 Field,*,*,*,*,*
01/04/2022,31/03/2023,NCM,IDQ52,Validity of Assessment 4 Field,*,*,*,*,*
01/04/2022,31/03/2023,NCM,IDQ53,Validity of Satisfaction Question 1 Score,*,*,*,*,*
01/04/2022,31/03/2023,NDC05,IDQ01,NHS Number Status,5185,*,*,*,5185
01/04/2022,31/03/2023,NDC05,IDQ02,Age At Start Of Reporting Period,5185,*,*,*,5185
01/04/2022,31/03/2023,NDC05,IDQ03,Postcode District,5165,*,*,20,5185
01/04/2022,31/03/2023,NDC05,IDQ04,Gender,4845,345,*,*,5185
01/04/2022,31/03/2023,NDC05,IDQ05,Ethnic Category,4230,955,*,*,5185
01/04/2022,31/03/2023,NDC05,IDQ06,Ex-British Armed Forces Indicator,3545,*,*,1640,5185
01/04/2022,31/03/2023,NDC05,IDQ08,Disability Code,2040,*,*,*,2040
01/04/2022,31/03/2023,NDC05,IDQ09,Sexual Orientation Code,4450,*,*,835,5285
01/04/2022,31/03/2023,NDC05,IDQ10,Religion Code,950,*,*,4265,5215
01/04/2022,31/03/2023,NDC05,IDQ11,Referral Received Date,5135,*,*,*,5135
01/04/2022,31/03/2023,NDC05,IDQ12,Referral Discharge Date,4000,*,*,1130,5135
01/04/2022,31/03/2023,NDC05,IDQ13,Referral Discharge Reason,3775,*,225,*,4000
01/04/2022,31/03/2023,NDC05,IDQ16,Organisation Identifier (Code of Commissioner),5135,*,*,*,5135
01/04/2022,31/03/2023,NDC05,IDQ17,Consultation Medium Used,15940,*,*,*,15940
01/04/2022,31/03/2023,NDC05,IDQ18,Care Contact Therapy Mode,15940,*,*,*,15940
01/04/2022,31/03/2023,NDC05,IDQ19,Psychotropic Medication Usage Indicator Code,12800,50,*,3085,15940
01/04/2022,31/03/2023,NDC05,IDQ20,Internet Enabled Therapy Programme,665,*,*,15275,15940
01/04/2022,31/03/2023,NDC05,IDQ21,Long Term Condition Flag,15940,*,*,*,15940
01/04/2022,31/03/2023,NDC05,IDQ22,Care Activity Therapy Type,14845,*,*,1090,15940
01/04/2022,31/03/2023,NDC05,IDQ26,Adult Mental Health Care Cluster,670,*,*,4460,5135
01/04/2022,31/03/2023,NDC05,IDQ31,Assessment of Initial Caseness,1765,*,*,*,1765
01/04/2022,31/03/2023,NDC05,IDQ32,Paired Score Completeness,1715,*,*,*,1765
01/04/2022,31/03/2023,NDC05,IDQ33,ADSM Completeness,30,*,*,*,1765
01/04/2022,31/03/2023,NDC05,IDQ38,Validity of Treatment Questionnaire Date,4100,*,50,*,4150
01/04/2022,31/03/2023,NDC05,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),4110,*,20,*,4130
01/04/2022,31/03/2023,NDC05,IDQ40,Validity of Treatment Questionnaire Question 1 Score,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ41,Validity of Treatment Questionnaire Question 2 Score,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ42,Validity of Treatment Questionnaire Question 3 Score,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ43,Validity of Treatment Questionnaire Question 4 Score,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ44,Validity of Treatment Questionnaire Question 5 Score,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ45,Validity of Treatment Questionnaire Question 6 Score,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ46,Validity of All PEQ Treatment Fields,470,*,*,*,470
01/04/2022,31/03/2023,NDC05,IDQ47,Validity of Assessment Questionnaire Date,1990,*,45,*,2035
01/04/2022,31/03/2023,NDC05,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),380,*,1410,*,1795
01/04/2022,31/03/2023,NDC05,IDQ49,Validity of Assessment 1 Field,355,*,*,*,355
01/04/2022,31/03/2023,NDC05,IDQ50,Validity of Assessment 2 Field,355,*,*,*,355
01/04/2022,31/03/2023,NDC05,IDQ51,Validity of Assessment 3 Field,355,*,*,*,355
01/04/2022,31/03/2023,NDC05,IDQ52,Validity of Assessment 4 Field,350,*,*,*,350
01/04/2022,31/03/2023,NDC05,IDQ53,Validity of Satisfaction Question 1 Score,355,*,*,*,355
01/04/2022,31/03/2023,NDC07,IDQ01,NHS Number Status,11210,*,*,*,11210
01/04/2022,31/03/2023,NDC07,IDQ02,Age At Start Of Reporting Period,11210,*,*,*,11210
01/04/2022,31/03/2023,NDC07,IDQ03,Postcode District,11165,*,*,45,11210
01/04/2022,31/03/2023,NDC07,IDQ04,Gender,10765,445,*,*,11210
01/04/2022,31/03/2023,NDC07,IDQ05,Ethnic Category,9390,1815,*,*,11210
01/04/2022,31/03/2023,NDC07,IDQ06,Ex-British Armed Forces Indicator,7735,*,*,3470,11210
01/04/2022,31/03/2023,NDC07,IDQ08,Disability Code,3585,*,*,*,3585
01/04/2022,31/03/2023,NDC07,IDQ09,Sexual Orientation Code,9130,*,*,2220,11350
01/04/2022,31/03/2023,NDC07,IDQ10,Religion Code,1015,*,*,10205,11220
01/04/2022,31/03/2023,NDC07,IDQ11,Referral Received Date,11125,*,*,*,11125
01/04/2022,31/03/2023,NDC07,IDQ12,Referral Discharge Date,9435,*,*,1690,11125
01/04/2022,31/03/2023,NDC07,IDQ13,Referral Discharge Reason,8305,*,1130,*,9435
01/04/2022,31/03/2023,NDC07,IDQ16,Organisation Identifier (Code of Commissioner),11125,*,*,*,11125
01/04/2022,31/03/2023,NDC07,IDQ17,Consultation Medium Used,27785,*,*,*,27785
01/04/2022,31/03/2023,NDC07,IDQ18,Care Contact Therapy Mode,27785,*,*,*,27785
01/04/2022,31/03/2023,NDC07,IDQ19,Psychotropic Medication Usage Indicator Code,19860,75,*,7850,27785
01/04/2022,31/03/2023,NDC07,IDQ20,Internet Enabled Therapy Programme,780,*,*,27010,27785
01/04/2022,31/03/2023,NDC07,IDQ21,Long Term Condition Flag,27785,*,*,*,27785
01/04/2022,31/03/2023,NDC07,IDQ22,Care Activity Therapy Type,24765,*,*,3020,27785
01/04/2022,31/03/2023,NDC07,IDQ26,Adult Mental Health Care Cluster,1605,*,*,9525,11125
01/04/2022,31/03/2023,NDC07,IDQ31,Assessment of Initial Caseness,3000,*,*,*,3000
01/04/2022,31/03/2023,NDC07,IDQ32,Paired Score Completeness,2905,*,*,*,3000
01/04/2022,31/03/2023,NDC07,IDQ33,ADSM Completeness,275,*,*,*,3000
01/04/2022,31/03/2023,NDC07,IDQ38,Validity of Treatment Questionnaire Date,5780,*,80,*,5860
01/04/2022,31/03/2023,NDC07,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),5780,*,20,*,5800
01/04/2022,31/03/2023,NDC07,IDQ40,Validity of Treatment Questionnaire Question 1 Score,565,*,*,*,565
01/04/2022,31/03/2023,NDC07,IDQ41,Validity of Treatment Questionnaire Question 2 Score,565,*,*,*,565
01/04/2022,31/03/2023,NDC07,IDQ42,Validity of Treatment Questionnaire Question 3 Score,565,*,*,*,565
01/04/2022,31/03/2023,NDC07,IDQ43,Validity of Treatment Questionnaire Question 4 Score,565,*,*,*,565
01/04/2022,31/03/2023,NDC07,IDQ44,Validity of Treatment Questionnaire Question 5 Score,560,*,*,*,560
01/04/2022,31/03/2023,NDC07,IDQ45,Validity of Treatment Questionnaire Question 6 Score,565,*,*,*,565
01/04/2022,31/03/2023,NDC07,IDQ46,Validity of All PEQ Treatment Fields,565,*,*,*,565
01/04/2022,31/03/2023,NDC07,IDQ47,Validity of Assessment Questionnaire Date,3520,*,115,*,3635
01/04/2022,31/03/2023,NDC07,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),770,*,2450,*,3220
01/04/2022,31/03/2023,NDC07,IDQ49,Validity of Assessment 1 Field,695,*,*,*,695
01/04/2022,31/03/2023,NDC07,IDQ50,Validity of Assessment 2 Field,690,*,*,*,690
01/04/2022,31/03/2023,NDC07,IDQ51,Validity of Assessment 3 Field,690,*,*,*,690
01/04/2022,31/03/2023,NDC07,IDQ52,Validity of Assessment 4 Field,685,*,*,*,685
01/04/2022,31/03/2023,NDC07,IDQ53,Validity of Satisfaction Question 1 Score,695,*,*,*,695
01/04/2022,31/03/2023,NDC08,IDQ01,NHS Number Status,8620,*,*,*,8620
01/04/2022,31/03/2023,NDC08,IDQ02,Age At Start Of Reporting Period,8620,*,*,*,8620
01/04/2022,31/03/2023,NDC08,IDQ03,Postcode District,8590,*,*,30,8620
01/04/2022,31/03/2023,NDC08,IDQ04,Gender,8545,75,*,*,8620
01/04/2022,31/03/2023,NDC08,IDQ05,Ethnic Category,6555,2065,*,*,8620
01/04/2022,31/03/2023,NDC08,IDQ06,Ex-British Armed Forces Indicator,4570,*,*,4050,8620
01/04/2022,31/03/2023,NDC08,IDQ08,Disability Code,2105,*,*,*,2105
01/04/2022,31/03/2023,NDC08,IDQ09,Sexual Orientation Code,7330,*,*,1480,8815
01/04/2022,31/03/2023,NDC08,IDQ10,Religion Code,1255,*,*,7400,8655
01/04/2022,31/03/2023,NDC08,IDQ11,Referral Received Date,8510,*,*,*,8510
01/04/2022,31/03/2023,NDC08,IDQ12,Referral Discharge Date,6440,*,*,2070,8510
01/04/2022,31/03/2023,NDC08,IDQ13,Referral Discharge Reason,5990,*,450,*,6440
01/04/2022,31/03/2023,NDC08,IDQ16,Organisation Identifier (Code of Commissioner),8510,*,*,*,8510
01/04/2022,31/03/2023,NDC08,IDQ17,Consultation Medium Used,22485,*,*,*,22485
01/04/2022,31/03/2023,NDC08,IDQ18,Care Contact Therapy Mode,22485,*,*,*,22485
01/04/2022,31/03/2023,NDC08,IDQ19,Psychotropic Medication Usage Indicator Code,17555,90,*,4840,22485
01/04/2022,31/03/2023,NDC08,IDQ20,Internet Enabled Therapy Programme,595,*,*,21890,22485
01/04/2022,31/03/2023,NDC08,IDQ21,Long Term Condition Flag,22485,*,*,*,22485
01/04/2022,31/03/2023,NDC08,IDQ22,Care Activity Therapy Type,19890,*,*,2595,22485
01/04/2022,31/03/2023,NDC08,IDQ26,Adult Mental Health Care Cluster,1375,*,*,7135,8510
01/04/2022,31/03/2023,NDC08,IDQ31,Assessment of Initial Caseness,2180,*,*,*,2180
01/04/2022,31/03/2023,NDC08,IDQ32,Paired Score Completeness,2150,*,*,*,2180
01/04/2022,31/03/2023,NDC08,IDQ33,ADSM Completeness,225,*,*,*,2180
01/04/2022,31/03/2023,NDC08,IDQ38,Validity of Treatment Questionnaire Date,3375,*,45,*,3420
01/04/2022,31/03/2023,NDC08,IDQ39,Validity of Treatment Questionnaire Date (Closed Referrals),3360,*,35,*,3395
01/04/2022,31/03/2023,NDC08,IDQ40,Validity of Treatment Questionnaire Question 1 Score,305,*,*,*,305
01/04/2022,31/03/2023,NDC08,IDQ41,Validity of Treatment Questionnaire Question 2 Score,300,*,*,*,300
01/04/2022,31/03/2023,NDC08,IDQ42,Validity of Treatment Questionnaire Question 3 Score,305,*,*,*,305
01/04/2022,31/03/2023,NDC08,IDQ43,Validity of Treatment Questionnaire Question 4 Score,305,*,*,*,305
01/04/2022,31/03/2023,NDC08,IDQ44,Validity of Treatment Questionnaire Question 5 Score,305,*,*,*,305
01/04/2022,31/03/2023,NDC08,IDQ45,Validity of Treatment Questionnaire Question 6 Score,300,*,*,*,300
01/04/2022,31/03/2023,NDC08,IDQ46,Validity of All PEQ Treatment Fields,305,*,*,*,305
01/04/2022,31/03/2023,NDC08,IDQ47,Validity of Assessment Questionnaire Date,1760,*,45,*,1805
01/04/2022,31/03/2023,NDC08,IDQ48,Validity of Assessment Questionnaire Date (Closed Referrals),330,*,1055,*,1385
01/04/2022,31/03/2023,NDC08,IDQ49,Validity of Assessment 1 Field,350,*,*,*,350
01/04/2022,31/03/2023,NDC08,IDQ50,Validity of Assessment 2 Field,350,*,*,*,350
01/04/2022,31/03/2023,NDC08,IDQ51,Validity of Assessment 3 Field,350,*,*,*,350
01/04/2022,31/03/2023,NDC08,IDQ52,Validity of Assessment 4 Field,345,*,*,*,345
01/04/2022,31/03/2023,NDC08,IDQ53,Validity of Satisfaction Question 1 Score,350,*,*,*,350
01/04/2022,31/03/2023,NDC09,IDQ01,NHS Number Status,6700,*,*,*,6700
01/04/2022,31/03/2023,NDC09,IDQ02,Age At Start Of Reporting Period,6700,*,*,*,6700
01/04/2022,31/03/2023,NDC09,IDQ03,Postcode District,6695,*,*,5,6700
