OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountDidStaffListen,PercentageDidStaffListen,CountHelpedUnderstandDifficulties,PercentageHelpedUnderstandDifficulties,CountFeelInvolved,PercentageFeelInvolved,CountHelpThatMattered,PercentageHelpThatMattered,CountConfidenceInYourTherapist,PercentageConfidenceInYourTherapist,CountDidYouReceiveTheEmploymentHelpYouRequired,PercentageDidYouReceiveTheEmploymentHelpYouRequired,CountGivenInformationAboutOptions,PercentageGivenInformationAboutOptions,CountPreferTreatments,PercentagePreferTreatments,CountOfferedYourPreference,PercentageOfferedYourPreference,CountDidAssessmentCoverYourEmploymentNeeds,PercentageDidAssessmentCoverYourEmploymentNeeds,CountAssessmentSatisfaction,PercentageAssessmentSatisfaction
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,20,0,65,1,65,1,95,1,40,1,90,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,125,2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,5310,67,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10345,-,10345,-,10345,-,10345,-,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3315,32,4565,44,2355,23,1630,16,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7020,68,5755,56,4560,44,545,5,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,3390,33,1270,12,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10,0,25,0,40,0,6900,67,Null,Null
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,10345,-
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7790,75
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1755,17
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,640,6
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,1
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,0
Commissioning Region,Y56,LONDON COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,0
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,4100,-,4100,-,4100,-,4100,-,4100,-,4100,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,3720,91,2360,58,3035,74,2570,63,3330,81,1070,26,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,265,6,1115,27,670,16,950,23,525,13,265,6,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,80,2,465,11,265,6,380,9,155,4,115,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,20,0,105,3,75,2,120,3,45,1,35,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,15,0,55,1,55,1,75,2,40,1,55,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,*,*,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,*,*,*,*,*,*,*,*,*,*,2555,62,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6365,-,6365,-,6365,-,6365,-,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5855,92,4900,77,4670,73,2895,45,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,350,5,1295,20,455,7,605,9,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,1050,17,2425,38,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,160,2,170,3,190,3,440,7,Null,Null
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6365,-
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4200,66
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1585,25
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,470,7
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,1
Commissioning Region,Y58,SOUTH WEST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,*,*
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,14720,-,14720,-,14720,-,14720,-,14720,-,14720,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,13260,90,9150,62,11300,77,9920,67,12385,84,4995,34,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,850,6,3560,24,2090,14,2970,20,1400,10,1030,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,290,2,1310,9,700,5,1100,7,385,3,605,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,255,2,535,4,495,3,505,3,440,3,390,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,40,0,150,1,130,1,215,1,95,1,845,6,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,1055,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,25,0,15,0,10,0,10,0,10,0,5800,39,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26545,-,26545,-,26545,-,26545,-,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,24390,92,18970,71,16650,63,12250,46,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2015,8,7340,28,1375,5,2150,8,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,8290,31,11730,44,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,140,1,240,1,235,1,415,2,Null,Null
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26545,-
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19930,75
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4615,17
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1485,6
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,290,1
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not at all satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,0
Commissioning Region,Y59,SOUTH EAST COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,130,0
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Total responses,Null,16490,-,16490,-,16490,-,16490,-,16490,-,16490,-,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,At all times,Null,14545,88,11905,72,13715,83,12630,77,14480,88,7820,47,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Most of the time,Null,720,4,2730,17,1630,10,2205,13,1130,7,905,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Sometimes,Null,280,2,1075,7,575,3,815,5,425,3,445,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Rarely,Null,85,1,450,3,350,2,450,3,255,2,195,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Never,Null,55,0,285,2,190,1,355,2,160,1,1320,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Not applicable,Null,-,-,-,-,-,-,-,-,-,-,2250,14,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Treatment Questionnaire response,Not stated/Not known/Invalid,Null,800,5,40,0,30,0,35,0,40,0,3555,22,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,28020,-,28020,-,28020,-,28020,-,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26190,93,20855,74,21295,76,14215,51,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,895,3,6025,21,755,3,1445,5,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Not applicable,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-,-,-,-,5580,20,11310,40,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire response,Not stated/Not known/Invalid,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,935,3,1140,4,390,1,1050,4,Null,Null
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Total responses,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,28020,-
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Completely satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,24010,86
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Mostly satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2730,10
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Neither satisfied nor dissatisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,595,2
Commissioning Region,Y60,MIDLANDS COMMISSIONING REGION,Assessment Questionnaire (Satisfaction) response,Not satisfied,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,230,1
